Player,Pos,Squad,Comp,Age,MP,Starts,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Ast_stats_passing,xAG_stats_passing,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,FK_stats_passing_types,Cmp_stats_passing_types,Blocks,PassLive,PassDead,Tkl,TklW,Tkl%,Blocks_stats_defense,Pass,Int,Tkl+Int,Clr,Tkld,Tkld%,Int_stats_misc,TklW_stats_misc
Gautier Lloris,DF,Le Havre,fr Ligue 1,29.0,31,31,1505,fr FRA,DF,fr Ligue 1,29.0,1995.0,30.8,1,0.9,99,1505,fr FRA,DF,fr Ligue 1,29.0,1995.0,30.8,1511,34,1317,10,17,0,68,43,71.7,33,12,34,102,192,3,42.9,34,43
Bradley Locko,DF,Brest,fr Ligue 1,22.0,2,1,1509,fr FRA,DF,fr Ligue 1,22.0,2002.0,1.1,0,0.0,2,1509,fr FRA,DF,fr Ligue 1,22.0,2002.0,1.1,42,0,37,3,1,0,2,2,100.0,3,1,1,3,3,0,0.0,1,2
David López,DF,Mallorca,es La Liga,21.0,2,2,1516,es ESP,DF,es La Liga,21.0,2003.0,1.9,0,0.0,4,1516,es ESP,DF,es La Liga,21.0,2003.0,1.9,53,0,43,1,0,0,3,2,100.0,2,0,1,4,10,0,,1,2
David López,DF,Girona,es La Liga,34.0,29,27,1517,es ESP,DF,es La Liga,34.0,1989.0,27.0,1,0.6,132,1517,es ESP,DF,es La Liga,34.0,1989.0,27.0,2041,64,1879,8,20,0,32,24,58.1,22,10,14,46,111,2,22.2,14,24
Javi López,DF,Real Sociedad,es La Liga,22.0,29,21,1521,es ESP,DF,es La Liga,22.0,2002.0,21.5,0,0.4,73,1521,es ESP,DF,es La Liga,22.0,2002.0,21.5,1038,21,814,27,16,1,40,23,62.2,21,14,11,51,59,18,46.2,11,23
Jordan Lotomba,"MF,DF",Nice,fr Ligue 1,25.0,2,0,1528,ch SUI,"MF,DF",fr Ligue 1,25.0,1998.0,0.4,0,0.0,3,1528,ch SUI,"MF,DF",fr Ligue 1,25.0,1998.0,0.4,21,0,17,0,2,0,0,0,,0,0,0,0,1,2,66.7,0,0
Tom Louchet,"DF,MF",Nice,fr Ligue 1,21.0,22,7,1529,fr FRA,"DF,MF",fr Ligue 1,21.0,2003.0,8.6,0,1.2,36,1529,fr FRA,"DF,MF",fr Ligue 1,21.0,2003.0,8.6,454,13,371,10,21,2,27,17,73.9,12,8,18,45,20,8,61.5,18,17
Jhon Lucumí,DF,Bologna,it Serie A,26.0,32,29,1533,co COL,DF,it Serie A,26.0,1998.0,29.0,1,0.4,108,1533,co COL,DF,it Serie A,26.0,1998.0,29.0,2040,69,1859,7,31,0,53,30,70.7,32,18,26,79,88,2,14.3,26,30
Yannik Lührs,DF,Dortmund,de Bundesliga,20.0,3,1,1534,de GER,DF,de Bundesliga,20.0,2003.0,1.4,0,0.0,1,1534,de GER,DF,de Bundesliga,20.0,2003.0,1.4,166,2,152,1,2,0,1,1,,0,0,2,3,4,0,,2,1
José Luis Gayà,DF,Valencia,es La Liga,29.0,23,22,1535,es ESP,DF,es La Liga,29.0,1995.0,20.0,1,2.6,59,1535,es ESP,DF,es La Liga,29.0,1995.0,20.0,996,13,775,20,35,1,57,40,69.0,16,14,25,82,61,11,55.0,25,40
José Luis Palomino,DF,Cagliari,it Serie A,34.0,18,10,1536,ar ARG,DF,it Serie A,34.0,1990.0,12.0,0,0.0,35,1536,ar ARG,DF,it Serie A,34.0,1990.0,12.0,586,16,508,5,7,0,27,15,71.4,21,10,22,49,46,1,100.0,22,15
Castello Lukeba,DF,RB Leipzig,de Bundesliga,21.0,23,18,1539,fr FRA,DF,de Bundesliga,21.0,2002.0,17.5,0,0.2,80,1539,fr FRA,DF,de Bundesliga,21.0,2002.0,17.5,1238,23,1054,22,14,1,31,17,70.8,29,17,17,48,74,8,25.0,17,17
Sebastiano Luperto,DF,Cagliari,it Serie A,27.0,36,36,1547,it ITA,DF,it Serie A,27.0,1996.0,36.0,3,1.3,96,1547,it ITA,DF,it Serie A,27.0,1996.0,36.0,1568,46,1315,12,23,0,48,27,64.3,30,15,33,81,161,4,66.7,33,27
Charalambos Lykogiannis,DF,Bologna,it Serie A,30.0,17,12,1549,gr GRE,DF,it Serie A,30.0,1993.0,11.6,4,1.6,49,1549,gr GRE,DF,it Serie A,30.0,1993.0,11.6,706,43,504,20,17,16,23,14,50.0,10,5,11,34,41,2,25.0,11,14
Mathias Løvik,"DF,FW",Parma,it Serie A,20.0,6,0,1551,no NOR,"DF,FW",it Serie A,20.0,2003.0,1.0,0,0.1,1,1551,no NOR,"DF,FW",it Serie A,20.0,2003.0,1.0,54,0,40,2,0,0,1,0,33.3,1,0,2,3,3,2,50.0,2,0
Ian Maatsen,DF,Aston Villa,eng Premier League,22.0,29,10,1553,nl NED,DF,eng Premier League,22.0,2002.0,12.7,2,2.7,50,1553,nl NED,DF,eng Premier League,22.0,2002.0,12.7,747,16,609,25,38,3,29,17,70.8,13,13,15,44,39,16,55.2,15,17
Deiver Machado,"DF,MF",Lens,fr Ligue 1,30.0,27,20,1555,co COL,"DF,MF",fr Ligue 1,30.0,1993.0,20.1,4,2.1,45,1555,co COL,"DF,MF",fr Ligue 1,30.0,1993.0,20.1,913,8,763,16,28,4,36,26,56.7,20,16,16,52,34,21,44.7,16,26
Yvann Macon,DF,Saint-Étienne,fr Ligue 1,25.0,12,10,1559,fr FRA,DF,fr Ligue 1,25.0,1998.0,8.8,0,0.2,46,1559,fr FRA,DF,fr Ligue 1,25.0,1998.0,8.8,408,6,301,11,9,0,19,11,47.6,14,10,2,21,10,9,47.4,2,11
Eros Maddy,DF,Auxerre,fr Ligue 1,23.0,2,0,1561,nl NED,DF,fr Ligue 1,23.0,2001.0,0.2,0,0.1,1,1561,nl NED,DF,fr Ligue 1,23.0,2001.0,0.2,6,0,6,0,1,0,0,0,,0,0,0,0,0,1,100.0,0,0
Pablo Maffeo,DF,Mallorca,es La Liga,27.0,30,28,1563,es ESP,DF,es La Liga,27.0,1997.0,26.3,2,4.1,74,1563,es ESP,DF,es La Liga,27.0,1997.0,26.3,1039,10,736,33,39,9,60,40,73.9,32,21,25,85,103,34,40.0,25,40
Gabriel Magalhães,DF,Arsenal,eng Premier League,26.0,28,28,1564,br BRA,DF,eng Premier League,26.0,1997.0,26.3,1,0.9,126,1564,br BRA,DF,eng Premier League,26.0,1997.0,26.3,1641,51,1480,8,31,0,25,15,75.0,42,13,16,41,93,1,20.0,16,15
Giangiacomo Magnani,DF,Hellas Verona,it Serie A,28.0,17,11,1567,it ITA,DF,it Serie A,28.0,1995.0,11.8,0,0.0,31,1567,it ITA,DF,it Serie A,28.0,1995.0,11.8,393,14,317,2,2,1,20,15,100.0,16,7,17,37,73,3,75.0,17,15
Harry Maguire,DF,Manchester Utd,eng Premier League,31.0,27,19,1570,eng ENG,DF,eng Premier League,31.0,1993.0,19.5,0,0.6,51,1570,eng ENG,DF,eng Premier League,31.0,1993.0,19.5,1128,26,965,5,14,1,30,15,73.9,15,3,40,70,78,3,60.0,40,15
Patrick Mainka,DF,Heidenheim,de Bundesliga,29.0,34,34,1574,de GER,DF,de Bundesliga,29.0,1994.0,34.0,1,0.3,102,1574,de GER,DF,de Bundesliga,29.0,1994.0,34.0,1669,28,1425,17,23,0,58,30,63.6,61,25,68,126,206,3,27.3,68,30
Ainsley Maitland-Niles,DF,Lyon,fr Ligue 1,26.0,32,20,1576,eng ENG,DF,fr Ligue 1,26.0,1997.0,22.1,4,3.4,102,1576,eng ENG,DF,fr Ligue 1,26.0,1997.0,22.1,1234,17,1049,28,47,1,71,44,63.2,28,24,25,96,61,21,52.5,25,44
Jordy Makengo,DF,Freiburg,de Bundesliga,22.0,19,7,1580,fr FRA,DF,de Bundesliga,22.0,2001.0,8.3,0,0.2,15,1580,fr FRA,DF,de Bundesliga,22.0,2001.0,8.3,306,1,242,3,7,1,16,9,62.5,8,5,7,23,29,7,58.3,7,9
Nikola Maksimović,DF,Montpellier,fr Ligue 1,32.0,7,7,1582,rs SRB,DF,fr Ligue 1,32.0,1991.0,6.5,0,0.0,11,1582,rs SRB,DF,fr Ligue 1,32.0,1991.0,6.5,310,9,288,2,6,2,9,5,85.7,5,1,6,15,30,0,0.0,6,5
Tyrell Malacia,DF,Manchester Utd,eng Premier League,24.0,3,2,1583,nl NED,DF,eng Premier League,24.0,1999.0,1.1,0,0.0,3,1583,nl NED,DF,eng Premier League,24.0,1999.0,1.1,55,0,49,2,1,0,2,1,50.0,0,0,1,3,1,0,0.0,1,1
Jarzinho Malanga,DF,Stuttgart,de Bundesliga,18.0,1,0,1584,de GER,DF,de Bundesliga,18.0,2006.0,0.0,0,0.0,0,1584,de GER,DF,de Bundesliga,18.0,2006.0,0.0,2,0,2,0,0,0,0,0,,0,0,0,0,0,0,,0,0
Julián Malatini,DF,Werder Bremen,de Bundesliga,23.0,10,5,1585,ar ARG,DF,de Bundesliga,23.0,2001.0,5.0,1,0.5,24,1585,ar ARG,DF,de Bundesliga,23.0,2001.0,5.0,302,4,261,4,4,0,11,9,45.5,8,5,7,18,17,1,33.3,7,9
Gianluca Mancini,DF,Roma,it Serie A,28.0,37,36,1598,it ITA,DF,it Serie A,28.0,1996.0,34.9,0,0.9,139,1598,it ITA,DF,it Serie A,28.0,1996.0,34.9,1965,84,1689,19,35,0,42,26,58.8,22,6,35,77,103,4,44.4,35,26
Reinildo Mandava,DF,Atlético Madrid,es La Liga,30.0,19,10,1601,mz MOZ,DF,es La Liga,30.0,1994.0,10.5,0,0.1,34,1601,mz MOZ,DF,es La Liga,30.0,1994.0,10.5,612,11,515,7,6,0,18,11,55.6,11,6,16,34,35,9,50.0,16,11
Aïssa Mandi,DF,Lille,fr Ligue 1,32.0,24,20,1602,dz ALG,DF,fr Ligue 1,32.0,1991.0,19.3,0,0.4,82,1602,dz ALG,DF,fr Ligue 1,32.0,1991.0,19.3,1244,28,1104,7,20,2,31,17,72.7,23,12,15,46,54,1,25.0,15,17
Ryan Manning,"DF,MF",Southampton,eng Premier League,28.0,24,18,1607,ie IRL,"DF,MF",eng Premier League,28.0,1996.0,16.2,1,3.2,35,1607,ie IRL,"DF,MF",eng Premier League,28.0,1996.0,16.2,803,38,619,21,25,22,28,17,53.8,20,9,17,45,47,16,44.4,17,17
Javier Manquillo,DF,Celta Vigo,es La Liga,30.0,10,7,1608,es ESP,DF,es La Liga,30.0,1994.0,5.7,0,0.0,24,1608,es ESP,DF,es La Liga,30.0,1994.0,5.7,373,9,335,5,1,0,7,5,20.0,5,2,7,14,14,1,100.0,7,5
Alessandro Marcandalli,DF,Genoa,it Serie A,21.0,2,1,1612,it ITA,DF,it Serie A,21.0,2002.0,0.5,0,0.0,1,1612,it ITA,DF,it Serie A,21.0,2002.0,0.5,20,1,12,1,0,0,1,0,,0,0,0,1,2,0,,0,0
Alessandro Marcandalli,DF,Venezia,it Serie A,21.0,8,5,1613,it ITA,DF,it Serie A,21.0,2002.0,3.9,0,0.0,10,1613,it ITA,DF,it Serie A,21.0,2002.0,3.9,150,3,110,1,1,0,8,6,50.0,6,3,2,10,26,1,100.0,2,6
Marcão,DF,Sevilla,es La Liga,28.0,12,6,1614,br BRA,DF,es La Liga,28.0,1996.0,6.1,0,0.0,19,1614,br BRA,DF,es La Liga,28.0,1996.0,6.1,315,10,284,4,2,0,10,7,60.0,9,3,7,17,29,1,20.0,7,7
Óscar de Marcos,DF,Athletic Club,es La Liga,35.0,26,17,1617,es ESP,DF,es La Liga,35.0,1989.0,17.4,4,2.6,102,1617,es ESP,DF,es La Liga,35.0,1989.0,17.4,1010,21,800,20,43,3,32,15,56.8,17,16,16,48,35,11,64.7,16,15
Pablo Marí,DF,Monza,it Serie A,30.0,19,19,1619,es ESP,DF,it Serie A,30.0,1993.0,18.1,0,0.1,58,1619,es ESP,DF,it Serie A,30.0,1993.0,18.1,1112,41,997,2,15,0,26,15,52.4,24,3,37,63,85,0,0.0,37,15
Pablo Marí,DF,Fiorentina,it Serie A,30.0,13,12,1620,es ESP,DF,it Serie A,30.0,1993.0,12.2,0,0.0,27,1620,es ESP,DF,it Serie A,30.0,1993.0,12.2,619,13,565,2,9,0,14,9,54.5,19,5,25,39,94,1,100.0,25,9
José María Giménez,DF,Atlético Madrid,es La Liga,29.0,27,20,1621,uy URU,DF,es La Liga,29.0,1995.0,22.2,1,0.2,64,1621,uy URU,DF,es La Liga,29.0,1995.0,22.2,1362,54,1250,4,7,0,26,16,60.7,29,10,27,53,115,1,33.3,27,16
Luca Marianucci,DF,Empoli,it Serie A,20.0,18,12,1622,it ITA,DF,it Serie A,20.0,2004.0,11.9,0,0.2,28,1622,it ITA,DF,it Serie A,20.0,2004.0,11.9,461,18,354,4,6,2,28,12,57.9,16,8,19,47,63,3,30.0,19,12
Rafa Marín,DF,Napoli,it Serie A,22.0,4,1,1626,es ESP,DF,it Serie A,22.0,2002.0,1.6,0,0.0,5,1626,es ESP,DF,it Serie A,22.0,2002.0,1.6,118,4,115,0,0,0,1,0,50.0,1,0,1,2,4,0,,1,0
Guillermo Maripán,DF,Torino,it Serie A,30.0,28,27,1629,cl CHI,DF,it Serie A,30.0,1994.0,26.0,1,1.0,96,1629,cl CHI,DF,it Serie A,30.0,1994.0,26.0,1333,37,1151,9,15,1,40,23,63.6,27,14,41,81,138,6,75.0,41,23
Mika Mármol,DF,Las Palmas,es La Liga,23.0,30,27,1630,es ESP,DF,es La Liga,23.0,2001.0,26.7,1,1.5,106,1630,es ESP,DF,es La Liga,23.0,2001.0,26.7,1495,30,1112,24,34,4,61,29,65.4,46,32,38,99,121,8,53.3,38,29
Marquinhos,DF,Paris S-G,fr Ligue 1,30.0,22,19,1634,br BRA,DF,fr Ligue 1,30.0,1994.0,19.2,0,0.8,151,1634,br BRA,DF,fr Ligue 1,30.0,1994.0,19.2,1830,23,1736,6,28,0,30,19,75.8,27,12,11,41,64,1,25.0,11,19
Ange Martial Tia,"MF,DF",Reims,fr Ligue 1,17.0,6,2,1636,ml MLI,"MF,DF",fr Ligue 1,17.0,2006.0,1.9,0,0.0,8,1636,ml MLI,"MF,DF",fr Ligue 1,17.0,2006.0,1.9,62,2,44,0,3,1,4,3,33.3,3,3,2,6,4,4,57.1,2,3
Aarón Martín,DF,Genoa,it Serie A,27.0,36,35,1637,es ESP,DF,it Serie A,27.0,1997.0,34.3,8,5.5,90,1637,es ESP,DF,it Serie A,27.0,1997.0,34.3,1685,93,1221,30,42,48,71,47,64.7,33,22,19,90,73,12,44.4,19,47
Gerard Martín,DF,Barcelona,es La Liga,22.0,28,11,1640,es ESP,DF,es La Liga,22.0,2002.0,11.5,3,1.1,40,1640,es ESP,DF,es La Liga,22.0,2002.0,11.5,789,11,656,23,26,0,22,10,68.8,16,14,13,35,27,7,63.6,13,10
Jon Martin,DF,Real Sociedad,es La Liga,18.0,13,6,1642,es ESP,DF,es La Liga,18.0,2006.0,10.0,1,0.2,34,1642,es ESP,DF,es La Liga,18.0,2006.0,10.0,539,12,468,3,6,0,11,9,66.7,13,4,7,18,80,0,,7,9
Arnau Martinez,"DF,MF",Girona,es La Liga,21.0,32,30,1646,es ESP,"DF,MF",es La Liga,21.0,2003.0,29.2,2,2.2,162,1646,es ESP,"DF,MF",es La Liga,21.0,2003.0,29.2,1855,44,1603,35,45,3,51,28,50.8,18,12,31,82,76,14,37.8,31,28
Iñigo Martínez,DF,Barcelona,es La Liga,33.0,28,28,1648,es ESP,DF,es La Liga,33.0,1991.0,27.7,4,2.6,260,1648,es ESP,DF,es La Liga,33.0,1991.0,27.7,2435,94,2217,15,38,1,25,14,72.7,18,11,18,43,108,0,0.0,18,14
Lisandro Martínez,DF,Manchester Utd,eng Premier League,26.0,20,20,1652,ar ARG,DF,eng Premier League,26.0,1998.0,19.5,1,1.1,117,1652,ar ARG,DF,eng Premier League,26.0,1998.0,19.5,1342,15,1200,7,23,0,40,24,58.3,22,14,32,72,57,1,14.3,32,24
Lucas Martínez Quarta,DF,Fiorentina,it Serie A,28.0,8,4,1653,ar ARG,DF,it Serie A,28.0,1996.0,3.9,0,0.0,14,1653,ar ARG,DF,it Serie A,28.0,1996.0,3.9,255,7,226,1,4,0,12,7,61.5,5,3,3,15,25,0,0.0,3,7
Ramón Martínez,DF,Sevilla,es La Liga,21.0,5,2,1654,es ESP,DF,es La Liga,21.0,2002.0,2.9,0,0.1,5,1654,es ESP,DF,es La Liga,21.0,2002.0,2.9,130,2,119,0,6,0,6,3,60.0,2,1,2,8,23,0,0.0,2,3
Kevin Martins,"MF,DF",Monza,it Serie A,19.0,9,1,1656,it ITA,"MF,DF",it Serie A,19.0,2005.0,2.0,1,0.4,6,1656,it ITA,"MF,DF",it Serie A,19.0,2005.0,2.0,56,0,38,3,2,0,5,4,50.0,1,1,1,6,4,2,33.3,1,4
Adam Marušić,DF,Lazio,it Serie A,31.0,35,26,1658,me MNE,DF,it Serie A,31.0,1992.0,26.0,0,0.6,84,1658,me MNE,DF,it Serie A,31.0,1992.0,26.0,1240,26,1053,15,25,2,32,20,60.0,18,10,16,48,61,12,52.2,16,20
Marvin,"DF,FW",Las Palmas,es La Liga,24.0,23,9,1659,es ESP,"DF,FW",es La Liga,24.0,2000.0,11.5,0,1.1,30,1659,es ESP,"DF,FW",es La Liga,24.0,2000.0,11.5,502,17,370,19,12,1,25,13,42.3,17,11,15,40,34,14,77.8,15,13
Adam Masina,DF,Torino,it Serie A,30.0,28,20,1661,ma MAR,DF,it Serie A,30.0,1994.0,21.3,2,0.3,73,1661,ma MAR,DF,it Serie A,30.0,1994.0,21.3,1267,27,1066,4,17,0,33,15,57.5,28,13,27,60,95,6,50.0,27,15
Erhan Mašović,DF,Bochum,de Bundesliga,25.0,16,10,1664,rs SRB,DF,de Bundesliga,25.0,1998.0,10.1,1,0.9,35,1664,rs SRB,DF,de Bundesliga,25.0,1998.0,10.1,422,10,349,4,7,0,14,10,46.4,17,6,12,26,55,1,100.0,12,10
Clinton Mata,DF,Lyon,fr Ligue 1,31.0,29,27,1666,ao ANG,DF,fr Ligue 1,31.0,1992.0,26.3,4,1.4,88,1666,ao ANG,DF,fr Ligue 1,31.0,1992.0,26.3,1636,58,1448,13,22,1,41,29,77.8,26,9,46,87,72,14,46.7,46,29
Chrislain Matsima,DF,Augsburg,de Bundesliga,22.0,30,28,1674,fr FRA,DF,de Bundesliga,22.0,2002.0,28.3,1,0.3,84,1674,fr FRA,DF,de Bundesliga,22.0,2002.0,28.3,1324,31,1139,17,17,0,31,20,65.4,48,19,52,83,163,4,33.3,52,20
Alan Matturro,DF,Genoa,it Serie A,19.0,13,9,1676,uy URU,DF,it Serie A,19.0,2004.0,10.0,0,0.2,15,1676,uy URU,DF,it Serie A,19.0,2004.0,10.0,359,4,280,7,7,1,11,6,21.4,10,7,14,25,38,2,40.0,14,6
Konstantinos Mavropanos,DF,West Ham,eng Premier League,26.0,33,21,1681,gr GRE,DF,eng Premier League,26.0,1997.0,22.7,0,0.5,61,1681,gr GRE,DF,eng Premier League,26.0,1997.0,22.7,1265,39,1092,10,12,0,35,24,59.3,25,7,40,75,126,5,29.4,40,24
Christian Mawissa,DF,Monaco,fr Ligue 1,19.0,22,17,1682,fr FRA,DF,fr Ligue 1,19.0,2005.0,16.7,0,0.0,44,1682,fr FRA,DF,fr Ligue 1,19.0,2005.0,16.7,945,12,827,12,6,0,42,29,59.1,25,19,26,68,48,16,57.1,26,29
Noussair Mazraoui,DF,Manchester Utd,eng Premier League,26.0,37,34,1686,ma MAR,DF,eng Premier League,26.0,1997.0,31.5,1,1.5,115,1686,ma MAR,DF,eng Premier League,26.0,1997.0,31.5,1781,24,1526,35,46,2,115,68,62.8,36,27,34,149,95,18,37.5,34,68
Pasquale Mazzocchi,"DF,FW",Napoli,it Serie A,29.0,20,7,1689,it ITA,"DF,FW",it Serie A,29.0,1995.0,7.8,0,0.4,23,1689,it ITA,"DF,FW",it Serie A,29.0,1995.0,7.8,304,2,244,6,15,0,15,7,53.3,5,3,5,20,25,4,23.5,5,7
Scott McKenna,DF,Las Palmas,es La Liga,27.0,29,28,1700,sct SCO,DF,es La Liga,27.0,1996.0,27.4,0,0.7,45,1700,sct SCO,DF,es La Liga,27.0,1996.0,27.4,1471,36,1276,5,8,1,21,13,75.0,36,8,9,30,163,0,0.0,9,13
Weston McKennie,"MF,DF",Juventus,it Serie A,25.0,32,27,1701,us USA,"MF,DF",it Serie A,25.0,1998.0,25.7,4,3.6,101,1701,us USA,"MF,DF",it Serie A,25.0,1998.0,25.7,1117,4,928,19,50,3,33,12,59.1,28,20,14,47,37,11,32.4,14,12
Mark McKenzie,DF,Toulouse,fr Ligue 1,25.0,30,29,1702,us USA,DF,fr Ligue 1,25.0,1999.0,27.7,1,0.5,97,1702,us USA,DF,fr Ligue 1,25.0,1999.0,27.7,1356,29,1167,9,12,0,52,31,73.3,31,13,22,74,141,5,55.6,22,31
Jakov Medić,DF,Bochum,de Bundesliga,25.0,23,17,1706,hr CRO,DF,de Bundesliga,25.0,1998.0,17.8,0,0.2,27,1706,hr CRO,DF,de Bundesliga,25.0,1998.0,17.8,763,7,667,2,9,0,13,11,44.4,32,11,22,35,111,1,33.3,22,11
Facundo Medina,DF,Lens,fr Ligue 1,25.0,29,29,1707,ar ARG,DF,fr Ligue 1,25.0,1999.0,28.3,1,2.0,174,1707,ar ARG,DF,fr Ligue 1,25.0,1999.0,28.3,1889,70,1655,18,62,1,44,29,57.1,30,20,32,76,70,17,63.0,32,29
Ben Mee,DF,Brentford,eng Premier League,34.0,7,2,1708,eng ENG,DF,eng Premier League,34.0,1989.0,2.0,0,0.0,11,1708,eng ENG,DF,eng Premier League,34.0,1989.0,2.0,120,5,93,1,0,0,2,2,100.0,3,0,4,6,7,0,,4,2
Jayden Meghoma,DF,Brentford,eng Premier League,18.0,1,0,1709,eng ENG,DF,eng Premier League,18.0,2006.0,0.1,0,0.0,0,1709,eng ENG,DF,eng Premier League,18.0,2006.0,0.1,3,0,3,0,0,0,0,0,,0,0,0,0,0,0,,0,0
Bamo Meïté,DF,Montpellier,fr Ligue 1,22.0,7,6,1711,ci CIV,DF,fr Ligue 1,22.0,2001.0,4.7,0,0.0,7,1711,ci CIV,DF,fr Ligue 1,22.0,2001.0,4.7,173,2,153,3,2,0,5,3,50.0,3,0,4,9,14,1,50.0,4,3
Bamo Meïté,DF,Marseille,fr Ligue 1,22.0,3,0,1712,ci CIV,DF,fr Ligue 1,22.0,2001.0,0.3,0,0.0,0,1712,ci CIV,DF,fr Ligue 1,22.0,2001.0,0.3,28,0,26,1,0,0,0,0,,0,0,0,0,1,1,100.0,0,0
Nuno Mendes,DF,Paris S-G,fr Ligue 1,22.0,24,19,1718,pt POR,DF,fr Ligue 1,22.0,2002.0,18.6,3,5.0,127,1718,pt POR,DF,fr Ligue 1,22.0,2002.0,18.6,1488,29,1293,21,53,6,30,19,59.0,25,17,18,48,37,21,39.6,18,19
Antoine Mendy,DF,Nice,fr Ligue 1,20.0,18,8,1720,sn SEN,DF,fr Ligue 1,20.0,2004.0,9.2,0,0.1,35,1720,sn SEN,DF,fr Ligue 1,20.0,2004.0,9.2,486,16,394,6,10,0,30,21,65.5,9,4,8,38,29,5,41.7,8,21
Ferland Mendy,DF,Real Madrid,es La Liga,29.0,14,12,1721,fr FRA,DF,es La Liga,29.0,1995.0,11.2,1,0.5,36,1721,fr FRA,DF,es La Liga,29.0,1995.0,11.2,671,19,630,8,4,0,17,14,75.0,11,7,9,26,8,3,50.0,9,14
Nobel Mendy,DF,Betis,es La Liga,19.0,2,1,1723,fr FRA,DF,es La Liga,19.0,2004.0,1.2,0,0.0,3,1723,fr FRA,DF,es La Liga,19.0,2004.0,1.2,53,1,46,0,1,0,0,0,,2,2,4,4,10,0,,4,0
Gideon Mensah,DF,Auxerre,fr Ligue 1,26.0,29,26,1724,gh GHA,DF,fr Ligue 1,26.0,1998.0,25.3,1,2.6,93,1724,gh GHA,DF,fr Ligue 1,26.0,1998.0,25.3,1321,19,1056,37,47,2,68,45,50.0,27,23,50,118,83,23,42.6,50,45
Quentin Merlin,DF,Marseille,fr Ligue 1,22.0,27,21,1727,fr FRA,DF,fr Ligue 1,22.0,2002.0,17.7,3,3.0,86,1727,fr FRA,DF,fr Ligue 1,22.0,2002.0,17.7,1145,15,943,27,43,9,22,17,56.3,20,16,14,36,17,13,68.4,14,17
Rafik Messali,DF,Toulouse,fr Ligue 1,21.0,13,5,1729,fr FRA,DF,fr Ligue 1,21.0,2003.0,5.1,1,1.0,21,1729,fr FRA,DF,fr Ligue 1,21.0,2003.0,5.1,227,4,166,10,16,0,15,8,87.5,9,8,10,25,12,5,55.6,10,8
Karol Mets,DF,St. Pauli,de Bundesliga,31.0,10,10,1732,ee EST,DF,de Bundesliga,31.0,1993.0,10.0,0,0.2,54,1732,ee EST,DF,de Bundesliga,31.0,1993.0,10.0,631,15,526,3,8,0,13,8,57.1,9,6,12,25,60,1,100.0,12,8
Thomas Meunier,DF,Lille,fr Ligue 1,32.0,30,21,1733,be BEL,DF,fr Ligue 1,32.0,1991.0,21.4,0,0.7,136,1733,be BEL,DF,fr Ligue 1,32.0,1991.0,21.4,1477,12,1188,23,32,0,53,38,67.3,21,13,34,87,64,13,46.4,34,38
Nikola Milenković,DF,Nott'ham Forest,eng Premier League,26.0,37,37,1742,rs SRB,DF,eng Premier League,26.0,1997.0,37.0,2,1.1,51,1742,rs SRB,DF,eng Premier League,26.0,1997.0,37.0,1033,32,850,3,16,0,51,29,79.4,41,17,27,78,209,0,0.0,27,29
Éder Militão,DF,Real Madrid,es La Liga,26.0,12,11,1745,br BRA,DF,es La Liga,26.0,1998.0,10.4,1,0.5,46,1745,br BRA,DF,es La Liga,26.0,1998.0,10.4,712,19,636,3,9,0,19,17,58.3,13,5,12,31,35,3,37.5,12,17
Kim Min-jae,DF,Bayern Munich,de Bundesliga,27.0,27,27,1750,kr KOR,DF,de Bundesliga,27.0,1996.0,25.4,0,0.3,181,1750,kr KOR,DF,de Bundesliga,27.0,1996.0,25.4,2530,25,2340,10,24,0,35,20,52.4,23,13,37,72,91,2,40.0,37,20
Yerry Mina,DF,Cagliari,it Serie A,29.0,31,31,1751,co COL,DF,it Serie A,29.0,1994.0,28.5,0,0.3,76,1751,co COL,DF,it Serie A,29.0,1994.0,28.5,1394,67,1198,8,22,0,66,32,76.9,59,24,37,103,163,2,25.0,37,32
Lucas Mincarelli,DF,Montpellier,fr Ligue 1,20.0,10,8,1753,fr FRA,DF,fr Ligue 1,20.0,2004.0,7.9,0,0.3,25,1753,fr FRA,DF,fr Ligue 1,20.0,2004.0,7.9,379,13,309,6,4,1,17,10,46.2,8,3,9,26,27,4,80.0,9,10
Tyrone Mings,DF,Aston Villa,eng Premier League,31.0,14,12,1754,eng ENG,DF,eng Premier League,31.0,1993.0,12.4,0,0.2,40,1754,eng ENG,DF,eng Premier League,31.0,1993.0,12.4,676,20,596,7,15,0,7,6,100.0,13,2,7,14,61,1,33.3,7,6
Óscar Mingueza,"MF,DF",Celta Vigo,es La Liga,25.0,34,31,1755,es ESP,"MF,DF",es La Liga,25.0,1999.0,30.3,6,5.6,200,1755,es ESP,"MF,DF",es La Liga,25.0,1999.0,30.3,2197,69,1692,40,77,9,38,24,37.7,35,30,22,60,46,31,51.7,22,24
