Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,PPA,Succ,PrgC,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,PPA_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,PrgC_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90
Federico Dimarco,it ITA,"DF,FW",WINGER,Inter,it Serie A,26.0,32,28,2140,23.8,7,6.1,48,83,3,188,40,4,47,10,232,4.0,0.58,4,3.3,55,20,0.07,0.2,0.294,0.256,2.017,3.487,0.126,7.899,1.681,0.168,0.42,9.748,1.975,0.168,0.139,2.311,0.84
Eren Dinkçi,de GER,"MF,FW",WINGER/STRIKER,Freiburg,de Bundesliga,22.0,23,13,1196,13.3,3,2.2,23,35,1,15,11,16,33,39,71,3.23,0.38,0,1.1,14,3,0.0,0.0,0.226,0.165,1.729,2.632,0.075,1.128,0.827,1.203,2.932,5.338,2.481,0.0,0.083,1.053,0.226
Yan Diomandé,ci CIV,"MF,FW",WINGER,Leganés,es La Liga,17.0,10,6,545,6.1,1,0.9,14,16,1,12,7,23,37,38,64,6.11,0.83,2,1.4,11,3,0.18,0.67,0.164,0.148,2.295,2.623,0.164,1.967,1.148,3.77,6.23,10.492,6.066,0.328,0.23,1.803,0.492
Sofiane Diop,fr FRA,"MF,FW",WINGER/STRIKER,Nice,fr Ligue 1,24.0,28,8,1064,11.8,4,2.9,24,64,16,33,19,10,26,31,70,3.98,0.76,6,6.0,22,11,0.27,0.55,0.339,0.246,2.034,5.424,1.356,2.797,1.61,0.847,2.627,5.932,2.203,0.508,0.508,1.864,0.932
Álvaro djaló,es ESP,FW,WINGER,Athletic Club,es La Liga,24.0,17,7,659,7.3,0,0.9,4,13,0,14,6,14,22,36,60,1.64,0.14,1,0.8,15,3,0.07,0.33,0.0,0.123,0.548,1.781,0.0,1.918,0.822,1.918,4.932,8.219,3.014,0.137,0.11,2.055,0.411
Ritsu Doan,jp JPN,"FW,MF",WINGER,Freiburg,de Bundesliga,26.0,34,33,2862,31.8,7,3.7,27,130,12,80,48,56,64,127,178,3.49,0.5,10,6.6,61,21,0.16,0.48,0.22,0.116,0.849,4.088,0.377,2.516,1.509,1.761,3.994,5.597,2.013,0.314,0.208,1.918,0.66
Jeremy Doku,be BEL,"FW,MF",WINGER,Manchester City,eng Premier League,22.0,29,16,1516,16.8,6,4.8,32,69,8,59,48,107,213,201,286,4.69,0.83,3,1.3,29,9,0.1,0.33,0.357,0.286,1.905,4.107,0.476,3.512,2.857,6.369,11.964,17.024,12.679,0.179,0.077,1.726,0.536
Benjamín Domínguez,ar ARG,FW,WINGER,Bologna,it Serie A,20.0,24,16,1281,14.2,2,0.8,10,32,2,11,13,28,50,74,123,2.88,0.49,3,2.2,30,17,0.1,0.18,0.141,0.056,0.704,2.254,0.141,0.775,0.915,1.972,5.211,8.662,3.521,0.211,0.155,2.113,1.197
Nicolás Domínguez,ar ARG,"MF,FW",WINGER/STRIKER,Nott'ham Forest,eng Premier League,26.0,34,23,1963,21.8,1,1.3,13,83,7,7,11,3,16,9,33,1.74,0.0,0,1.5,21,9,0.0,0.0,0.046,0.06,0.596,3.807,0.321,0.321,0.505,0.138,0.413,1.514,0.734,0.0,0.069,0.963,0.413
Patrick Dorgu,dk DEN,"DF,FW",WINGER/STRIKER,Lecce,it Serie A,19.0,21,21,1840,20.4,1,1.5,19,54,3,40,21,13,68,44,117,2.84,0.34,3,3.3,36,10,0.08,0.3,0.049,0.074,0.931,2.647,0.147,1.961,1.029,0.637,2.157,5.735,3.333,0.147,0.162,1.765,0.49
Désiré Doué,fr FRA,"FW,MF",WINGER,Paris S-G,fr Ligue 1,19.0,31,18,1730,19.2,6,7.8,55,139,8,78,51,57,97,129,232,5.66,1.25,6,5.1,55,20,0.11,0.3,0.312,0.406,2.865,7.24,0.417,4.062,2.656,2.969,6.719,12.083,5.052,0.312,0.266,2.865,1.042
Kamory Doumbia,ml MLI,"MF,FW",WINGER/STRIKER,Brest,fr Ligue 1,21.0,30,13,1322,14.7,2,1.2,26,72,7,48,9,19,17,35,54,3.95,0.48,3,2.7,22,10,0.14,0.3,0.136,0.082,1.769,4.898,0.476,3.265,0.612,1.293,2.381,3.673,1.156,0.204,0.184,1.497,0.68
Anastasios Douvikas,gr GRE,FW,STRIKER,Como,it Serie A,24.0,13,6,580,6.4,2,1.1,9,6,1,2,1,5,8,9,36,2.95,0.16,2,2.5,14,5,0.14,0.4,0.312,0.172,1.406,0.938,0.156,0.312,0.156,0.781,1.406,5.625,1.25,0.312,0.391,2.188,0.781
Anastasios Douvikas,gr GRE,FW,STRIKER,Celta Vigo,es La Liga,24.0,20,6,700,7.8,1,0.2,3,6,0,1,1,4,6,13,43,1.41,0.13,3,4.4,17,9,0.18,0.33,0.128,0.026,0.385,0.769,0.0,0.128,0.128,0.513,1.667,5.513,0.769,0.385,0.564,2.179,1.154
Artem Dovbyk,ua UKR,FW,STRIKER,Roma,it Serie A,27.0,32,27,2418,26.9,2,2.4,25,16,2,1,4,7,24,18,175,1.94,0.22,12,11.9,61,25,0.16,0.4,0.074,0.089,0.929,0.595,0.074,0.037,0.149,0.26,0.669,6.506,0.892,0.446,0.442,2.268,0.929
Marvin Ducksch,de GER,FW,STRIKER,Werder Bremen,de Bundesliga,30.0,32,30,2418,26.9,8,8.5,61,86,8,167,30,7,26,19,166,3.83,0.45,8,10.1,70,27,0.1,0.26,0.297,0.316,2.268,3.197,0.297,6.208,1.115,0.26,0.706,6.171,0.967,0.297,0.375,2.602,1.004
Denzel Dumfries,nl NED,"DF,FW",STRIKER,Inter,it Serie A,28.0,28,19,1865,20.7,2,3.2,21,51,2,54,21,13,55,45,173,2.53,0.18,7,5.4,36,19,0.19,0.37,0.097,0.155,1.014,2.464,0.097,2.609,1.014,0.628,2.174,8.357,2.657,0.338,0.261,1.739,0.918
Jáder Durán,co COL,FW,STRIKER,Aston Villa,eng Premier League,20.0,20,4,638,7.1,0,0.2,4,13,2,3,1,3,7,14,44,2.54,0.14,7,4.9,31,15,0.23,0.47,0.0,0.028,0.563,1.831,0.282,0.423,0.141,0.423,1.972,6.197,0.986,0.986,0.69,4.366,2.113
Pablo Durán,es ESP,"FW,MF",STRIKER,Celta Vigo,es La Liga,23.0,27,15,1394,15.5,4,2.8,17,30,1,18,10,12,24,42,124,1.94,0.26,4,3.6,26,9,0.15,0.44,0.258,0.181,1.097,1.935,0.065,1.161,0.645,0.774,2.71,8.0,1.548,0.258,0.232,1.677,0.581
Hugo Duro,es ESP,FW,STRIKER,Valencia,es La Liga,24.0,31,25,2166,24.1,2,1.3,14,28,0,7,3,7,13,20,88,1.2,0.21,11,9.4,48,16,0.21,0.63,0.083,0.054,0.581,1.162,0.0,0.29,0.124,0.29,0.83,3.651,0.539,0.456,0.39,1.992,0.664
Paulo Dybala,ar ARG,"FW,MF",WINGER,Roma,it Serie A,30.0,24,16,1417,15.7,3,5.0,40,79,2,62,26,11,41,43,122,5.34,0.51,6,6.4,47,15,0.06,0.2,0.191,0.318,2.548,5.032,0.127,3.949,1.656,0.701,2.739,7.771,2.611,0.382,0.408,2.994,0.955
Johannes Eggestein,de GER,FW,WINGER/STRIKER,St. Pauli,de Bundesliga,26.0,27,22,1853,20.6,4,2.1,24,43,4,35,9,7,25,17,138,2.09,0.19,3,4.7,34,10,0.06,0.2,0.194,0.102,1.165,2.087,0.194,1.699,0.437,0.34,0.825,6.699,1.214,0.146,0.228,1.65,0.485
Chidera Ejuke,ng NGA,FW,WINGER,Sevilla,es La Liga,26.0,25,9,966,10.7,1,1.9,21,38,2,22,20,47,75,85,101,4.19,0.19,2,1.1,20,8,0.1,0.25,0.093,0.178,1.963,3.551,0.187,2.056,1.869,4.393,7.944,9.439,7.009,0.187,0.103,1.869,0.748
Jeff Ekhator,it ITA,"FW,MF",WINGER/STRIKER,Genoa,it Serie A,17.0,24,6,769,8.5,1,1.0,11,14,3,10,4,4,4,13,51,2.46,0.23,1,1.3,10,3,0.1,0.33,0.118,0.118,1.294,1.647,0.353,1.176,0.471,0.471,1.529,6.0,0.471,0.118,0.153,1.176,0.353
Hugo Ekitike,fr FRA,FW,STRIKER,Eint Frankfurt,de Bundesliga,22.0,33,31,2563,28.5,8,6.8,44,53,6,17,31,52,93,119,215,3.55,0.42,15,21.6,114,44,0.12,0.32,0.281,0.239,1.544,1.86,0.211,0.596,1.088,1.825,4.175,7.544,3.263,0.526,0.758,4.0,1.544
Jacques Ekomie,ga GAB,"DF,FW",WINGER/STRIKER,Angers,fr Ligue 1,20.0,18,7,697,7.7,0,0.0,0,20,0,23,3,4,13,21,24,0.52,0.13,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,2.597,0.0,2.987,0.39,0.519,2.727,3.117,1.688,0.0,0.0,0.13,0.0
Caleb Ekuban,gh GHA,FW,STRIKER,Genoa,it Serie A,30.0,18,3,555,6.2,3,0.8,8,8,1,3,1,3,7,10,42,2.27,0.49,1,2.8,18,6,0.06,0.17,0.484,0.129,1.29,1.29,0.161,0.484,0.161,0.484,1.613,6.774,1.129,0.161,0.452,2.903,0.968
Anthony Elanga,se SWE,"FW,MF",WINGER,Nott'ham Forest,eng Premier League,22.0,38,31,2501,27.8,11,5.7,50,63,3,185,26,25,102,83,229,3.67,0.65,6,4.5,44,24,0.14,0.25,0.396,0.205,1.799,2.266,0.108,6.655,0.935,0.899,2.986,8.237,3.669,0.216,0.162,1.583,0.863
Elif Elmas,mk MKD,"FW,MF",WINGER/STRIKER,Torino,it Serie A,24.0,13,12,1021,11.3,0,0.4,9,34,0,23,15,13,42,38,58,2.56,0.26,4,1.4,19,9,0.21,0.44,0.0,0.035,0.796,3.009,0.0,2.035,1.327,1.15,3.363,5.133,3.717,0.354,0.124,1.681,0.796
Adri Embarba,es ESP,"FW,MF",WINGER,Rayo Vallecano,es La Liga,32.0,35,18,1607,17.9,1,2.7,20,45,4,114,17,20,47,56,114,2.58,0.11,1,2.1,37,12,0.03,0.08,0.056,0.151,1.117,2.514,0.223,6.369,0.95,1.117,3.128,6.369,2.626,0.056,0.117,2.067,0.67
Breel Embolo,ch SUI,"FW,MF",STRIKER,Monaco,fr Ligue 1,27.0,29,19,1841,20.5,4,5.6,32,55,8,6,23,14,22,42,140,2.64,0.49,6,10.8,51,18,0.12,0.33,0.195,0.273,1.561,2.683,0.39,0.293,1.122,0.683,2.049,6.829,1.073,0.293,0.527,2.488,0.878
Emanuel Emegha,nl NED,FW,STRIKER,Strasbourg,fr Ligue 1,21.0,27,27,2293,25.5,3,2.4,18,14,0,0,4,7,37,28,104,1.26,0.16,14,17.0,61,35,0.23,0.4,0.118,0.094,0.706,0.549,0.0,0.0,0.157,0.275,1.098,4.078,1.451,0.549,0.667,2.392,1.373
Julio Enciso,py PAR,"MF,FW",WINGER,Ipswich Town,eng Premier League,20.0,13,12,869,9.7,3,1.4,13,28,4,21,8,30,23,66,44,3.0,0.41,2,1.7,32,11,0.06,0.18,0.309,0.144,1.34,2.887,0.412,2.165,0.825,3.093,6.804,4.536,2.371,0.206,0.175,3.299,1.134
Sebastiano Esposito,it ITA,"FW,MF",WINGER/STRIKER,Empoli,it Serie A,22.0,33,27,2331,25.9,0,2.1,36,93,7,55,31,29,31,67,106,3.05,0.23,8,5.7,59,19,0.12,0.37,0.0,0.081,1.39,3.591,0.27,2.124,1.197,1.12,2.587,4.093,1.197,0.309,0.22,2.278,0.734
Samuel Essende,cd COD,FW,STRIKER,Augsburg,de Bundesliga,26.0,30,21,1636,18.2,2,1.3,11,21,0,5,6,14,33,52,118,1.48,0.16,7,4.2,44,13,0.16,0.54,0.11,0.071,0.604,1.154,0.0,0.275,0.33,0.769,2.857,6.484,1.813,0.385,0.231,2.418,0.714
Evanilson,br BRA,FW,STRIKER,Bournemouth,eng Premier League,24.0,31,28,2319,25.8,1,1.9,26,28,4,0,6,7,29,21,99,2.37,0.31,10,12.5,72,31,0.14,0.32,0.039,0.074,1.008,1.085,0.155,0.0,0.233,0.271,0.814,3.837,1.124,0.388,0.484,2.791,1.202
Eberechi Eze,eng ENG,"MF,FW",WINGER,Crystal Palace,eng Premier League,26.0,34,31,2588,28.8,8,6.2,58,97,11,112,39,67,69,138,153,4.69,0.35,8,10.5,100,27,0.07,0.26,0.278,0.215,2.014,3.368,0.382,3.889,1.354,2.326,4.792,5.312,2.396,0.278,0.365,3.472,0.938
Abde Ezzalzouli,ma MAR,"FW,MF",WINGER,Betis,es La Liga,22.0,32,23,1984,22.0,2,2.0,27,68,2,49,19,46,117,103,215,2.99,0.32,2,8.0,61,25,0.03,0.08,0.091,0.091,1.227,3.091,0.091,2.227,0.864,2.091,4.682,9.773,5.318,0.091,0.364,2.773,1.136
Alieu Fadera,gm GAM,"FW,DF",WINGER,Como,it Serie A,22.0,28,20,1644,18.3,3,4.0,23,36,3,39,24,26,74,68,160,2.95,0.38,1,1.7,28,9,0.04,0.11,0.164,0.219,1.257,1.967,0.164,2.131,1.311,1.421,3.716,8.743,4.044,0.055,0.093,1.53,0.492
Romain Faivre,fr FRA,"MF,FW",WINGER,Brest,fr Ligue 1,26.0,20,10,899,10.0,2,1.9,10,44,4,26,8,17,24,42,49,3.3,0.4,3,2.6,18,9,0.11,0.22,0.2,0.19,1.0,4.4,0.4,2.6,0.8,1.7,4.2,4.9,2.4,0.3,0.26,1.8,0.9
Abdul Fatawu Issahaku,gh GHA,FW,WINGER,Leicester City,eng Premier League,20.0,11,6,579,6.4,2,1.6,6,17,2,30,7,29,42,69,60,2.64,0.47,0,0.4,13,5,0.0,0.0,0.312,0.25,0.938,2.656,0.312,4.688,1.094,4.531,10.781,9.375,6.562,0.0,0.062,2.031,0.781
Khalil Fayad,fr FRA,"MF,FW",WINGER/STRIKER,Montpellier,fr Ligue 1,20.0,20,10,1028,11.4,0,0.3,7,50,2,20,5,17,25,38,42,1.66,0.09,0,1.3,17,3,0.0,0.0,0.0,0.026,0.614,4.386,0.175,1.754,0.439,1.491,3.333,3.684,2.193,0.0,0.114,1.491,0.263
Mattia Felici,it ITA,"MF,FW",WINGER,Cagliari,it Serie A,23.0,20,9,925,10.3,3,1.0,10,19,0,25,3,19,39,57,75,3.02,0.39,0,0.6,10,6,0.0,0.0,0.291,0.097,0.971,1.845,0.0,2.427,0.291,1.845,5.534,7.282,3.786,0.0,0.058,0.971,0.583
Zinedine Ferhat,dz ALG,"FW,MF",WINGER,Angers,fr Ligue 1,31.0,24,8,849,9.4,0,2.4,17,40,3,68,13,10,16,22,64,3.39,0.11,2,1.4,12,5,0.17,0.4,0.0,0.255,1.809,4.255,0.319,7.234,1.383,1.064,2.34,6.809,1.702,0.213,0.149,1.277,0.532
Roberto Férnandez,es ESP,FW,STRIKER,Espanyol,es La Liga,22.0,19,18,1497,16.6,0,0.6,8,17,2,2,7,11,7,27,50,1.68,0.18,6,3.6,21,9,0.29,0.67,0.0,0.036,0.482,1.024,0.12,0.12,0.422,0.663,1.627,3.012,0.422,0.361,0.217,1.265,0.542
Matias Fernandez-Pardo,be BEL,"FW,MF",WINGER,Lille,fr Ligue 1,19.0,22,12,1065,11.8,2,2.8,16,26,1,30,11,20,46,50,85,2.54,0.51,4,2.9,23,12,0.17,0.33,0.169,0.237,1.356,2.203,0.085,2.542,0.932,1.695,4.237,7.203,3.898,0.339,0.246,1.949,1.017
Daniel Fila,cz CZE,FW,STRIKER,Venezia,it Serie A,21.0,10,6,492,5.5,0,0.3,6,8,0,0,3,2,5,4,30,2.74,0.0,2,1.4,8,5,0.25,0.4,0.0,0.055,1.091,1.455,0.0,0.0,0.545,0.364,0.727,5.455,0.909,0.364,0.255,1.455,0.909
Phil Foden,eng ENG,"MF,FW",WINGER/STRIKER,Manchester City,eng Premier League,24.0,28,20,1777,19.7,2,4.8,43,103,7,80,39,14,50,43,128,4.46,0.46,7,5.2,54,16,0.13,0.44,0.102,0.244,2.183,5.228,0.355,4.061,1.98,0.711,2.183,6.497,2.538,0.355,0.264,2.741,0.812
Malick Fofana,be BEL,FW,WINGER,Lyon,fr Ligue 1,19.0,29,16,1589,17.7,4,3.7,25,45,1,70,32,24,112,59,205,3.12,0.62,5,3.8,31,15,0.16,0.33,0.226,0.209,1.412,2.542,0.056,3.955,1.808,1.356,3.333,11.582,6.328,0.282,0.215,1.751,0.847
Michael Folorunsho,it ITA,"FW,MF",WINGER/STRIKER,Fiorentina,it Serie A,26.0,14,6,650,7.2,0,0.6,3,21,0,21,6,9,13,18,33,1.94,0.14,0,1.1,9,3,0.0,0.0,0.0,0.083,0.417,2.917,0.0,2.917,0.833,1.25,2.5,4.583,1.806,0.0,0.153,1.25,0.417
Pablo Fornals,es ESP,"MF,FW",WINGER/STRIKER,Betis,es La Liga,28.0,26,22,1827,20.3,0,3.3,36,146,10,54,33,8,32,28,85,4.33,0.44,2,1.8,23,4,0.09,0.5,0.0,0.163,1.773,7.192,0.493,2.66,1.626,0.394,1.379,4.187,1.576,0.099,0.089,1.133,0.197
Enric Franquesa,es ESP,"DF,FW",WINGER/STRIKER,Leganés,es La Liga,27.0,12,7,616,6.8,0,0.1,2,12,0,16,2,9,11,21,30,0.88,0.0,1,0.3,3,1,0.33,1.0,0.0,0.015,0.294,1.765,0.0,2.353,0.294,1.324,3.088,4.412,1.618,0.147,0.044,0.441,0.147
Jorge de Frutos,es ESP,"FW,MF",WINGER,Rayo Vallecano,es La Liga,27.0,36,30,2495,27.7,3,3.4,31,44,3,69,28,32,77,104,201,2.24,0.36,6,6.3,52,18,0.12,0.33,0.108,0.123,1.119,1.588,0.108,2.491,1.011,1.155,3.755,7.256,2.78,0.217,0.227,1.877,0.65
Chris Führich,de GER,"MF,FW",WINGER,Stuttgart,de Bundesliga,26.0,33,23,1981,22.0,3,3.7,32,95,8,82,51,40,114,85,202,3.86,0.36,2,2.9,36,12,0.06,0.17,0.136,0.168,1.455,4.318,0.364,3.727,2.318,1.818,3.864,9.182,5.182,0.091,0.132,1.636,0.545
Angelo Fulgini,fr FRA,"MF,FW",WINGER,Lens,fr Ligue 1,27.0,23,11,1045,11.6,1,3.8,28,69,7,44,27,11,29,38,113,4.65,0.17,1,2.4,26,9,0.04,0.11,0.086,0.328,2.414,5.948,0.603,3.793,2.328,0.948,3.276,9.741,2.5,0.086,0.207,2.241,0.776
Niclas Füllkrug,de GER,FW,STRIKER,West Ham,eng Premier League,31.0,18,6,790,8.8,2,1.9,14,14,0,1,5,1,7,8,31,2.5,0.23,3,2.2,16,7,0.19,0.43,0.227,0.216,1.591,1.591,0.0,0.114,0.568,0.114,0.909,3.523,0.795,0.341,0.25,1.818,0.795
Manuel Fuster,es ESP,"FW,MF",WINGER,Las Palmas,es La Liga,26.0,28,8,1003,11.1,1,1.8,28,71,3,67,24,5,23,17,75,5.02,0.54,2,0.7,18,7,0.11,0.29,0.09,0.162,2.523,6.396,0.27,6.036,2.162,0.45,1.532,6.757,2.072,0.18,0.063,1.622,0.631
Gianluca Gaetano,it ITA,"MF,FW",STRIKER,Cagliari,it Serie A,24.0,28,8,1009,11.2,4,2.2,22,41,3,24,13,14,11,27,82,4.28,0.45,2,4.9,30,6,0.07,0.33,0.357,0.196,1.964,3.661,0.268,2.143,1.161,1.25,2.411,7.321,0.982,0.179,0.438,2.679,0.536
Cody Gakpo,nl NED,FW,STRIKER,Liverpool,eng Premier League,25.0,35,23,1935,21.5,4,4.4,38,52,3,74,27,31,59,61,278,3.72,0.37,10,7.1,57,22,0.18,0.45,0.186,0.205,1.767,2.419,0.14,3.442,1.256,1.442,2.837,12.93,2.744,0.465,0.33,2.651,1.023
Álvaro García,es ESP,"FW,MF",STRIKER,Rayo Vallecano,es La Liga,31.0,36,28,2559,28.4,5,5.0,50,71,2,109,44,10,68,27,245,3.66,0.25,4,7.6,71,26,0.06,0.15,0.176,0.176,1.761,2.5,0.07,3.838,1.549,0.352,0.951,8.627,2.394,0.141,0.268,2.5,0.915
Rubén García,es ESP,"FW,MF",WINGER/STRIKER,Osasuna,es La Liga,31.0,36,30,2413,26.8,5,3.6,49,112,1,136,31,12,37,36,157,3.88,0.45,5,3.2,27,10,0.19,0.5,0.187,0.134,1.828,4.179,0.037,5.075,1.157,0.448,1.343,5.858,1.381,0.187,0.119,1.007,0.373
Alejandro Garnacho,ar ARG,"MF,FW",WINGER,Manchester Utd,eng Premier League,20.0,36,23,2199,24.4,2,4.5,37,56,2,56,25,26,141,89,290,3.4,0.25,6,7.3,84,29,0.07,0.21,0.082,0.184,1.516,2.295,0.082,2.295,1.025,1.066,3.648,11.885,5.779,0.246,0.299,3.443,1.189
Gavi,es ESP,"MF,FW",WINGER/STRIKER,Barcelona,es La Liga,19.0,26,14,1085,12.1,1,1.6,14,77,1,9,11,9,13,18,42,3.24,0.33,1,0.9,11,1,0.09,1.0,0.083,0.132,1.157,6.364,0.083,0.744,0.909,0.744,1.488,3.471,1.074,0.083,0.074,0.909,0.083
Yann Gboho,fr FRA,"MF,FW",WINGER,Toulouse,fr Ligue 1,23.0,31,27,2333,25.9,4,3.5,30,103,7,26,28,50,116,122,189,3.36,0.27,5,5.4,50,26,0.1,0.19,0.154,0.135,1.158,3.977,0.27,1.004,1.081,1.931,4.71,7.297,4.479,0.193,0.208,1.931,1.004
Dennis Geiger,de GER,"MF,FW",WINGER/STRIKER,Hoffenheim,de Bundesliga,26.0,20,7,734,8.2,0,0.5,11,37,2,5,9,4,12,8,21,3.18,0.0,0,0.2,5,1,0.0,0.0,0.0,0.061,1.341,4.512,0.244,0.61,1.098,0.488,0.976,2.561,1.463,0.0,0.024,0.61,0.122
Bryan Gil,es ESP,"FW,MF",WINGER,Girona,es La Liga,23.0,25,21,1721,19.1,3,2.9,21,74,0,78,33,41,76,104,210,2.93,0.26,3,2.3,32,15,0.09,0.2,0.157,0.152,1.099,3.874,0.0,4.084,1.728,2.147,5.445,10.995,3.979,0.157,0.12,1.675,0.785
Santiago Giménez,mx MEX,FW,STRIKER,Milan,it Serie A,23.0,14,7,669,7.4,2,0.9,6,6,1,2,2,7,13,19,38,2.15,0.54,5,4.8,22,9,0.23,0.56,0.27,0.122,0.811,0.811,0.135,0.27,0.27,0.946,2.568,5.135,1.757,0.676,0.649,2.973,1.216
Jamie Gittens,eng ENG,"FW,MF",WINGER,Dortmund,de Bundesliga,19.0,32,21,1776,19.7,3,2.5,21,42,4,49,24,77,113,171,180,3.7,0.51,8,3.6,52,24,0.15,0.33,0.152,0.127,1.066,2.132,0.203,2.487,1.218,3.909,8.68,9.137,5.736,0.406,0.183,2.64,1.218
Serge Gnabry,de GER,"FW,MF",STRIKER,Bayern Munich,de Bundesliga,29.0,27,13,1242,13.8,5,5.1,24,48,5,22,21,18,44,40,149,4.06,0.94,7,7.5,48,17,0.15,0.41,0.362,0.37,1.739,3.478,0.362,1.594,1.522,1.304,2.899,10.797,3.188,0.507,0.543,3.478,1.232
Aleksandr Golovin,ru RUS,"MF,FW",WINGER,Monaco,fr Ligue 1,28.0,19,13,1153,12.8,0,2.4,24,112,9,23,31,22,39,37,72,3.74,0.08,3,2.3,24,9,0.13,0.33,0.0,0.187,1.875,8.75,0.703,1.797,2.422,1.719,2.891,5.625,3.047,0.234,0.18,1.875,0.703
Rodrigo Gomes,pt POR,"DF,FW",WINGER/STRIKER,Wolves,eng Premier League,21.0,25,7,810,9.0,0,0.9,12,27,1,23,14,5,23,15,81,2.45,0.11,2,0.7,7,3,0.29,0.67,0.0,0.1,1.333,3.0,0.111,2.556,1.556,0.556,1.667,9.0,2.556,0.222,0.078,0.778,0.333
Dani Gómez,es ESP,FW,STRIKER,Valencia,es La Liga,26.0,14,5,532,5.9,0,0.0,1,6,0,0,2,3,3,10,24,1.02,0.0,2,2.7,14,6,0.14,0.33,0.0,0.0,0.169,1.017,0.0,0.0,0.339,0.508,1.695,4.068,0.508,0.339,0.458,2.373,1.017
Moi Gómez,es ESP,"MF,FW",WINGER/STRIKER,Osasuna,es La Liga,30.0,26,6,796,8.8,0,0.8,11,49,0,28,13,14,13,26,16,2.15,0.0,0,0.5,6,1,0.0,0.0,0.0,0.091,1.25,5.568,0.0,3.182,1.477,1.591,2.955,1.818,1.477,0.0,0.057,0.682,0.114
Unai Gómez,es ESP,"MF,FW",WINGER/STRIKER,Athletic Club,es La Liga,21.0,32,14,1284,14.3,3,0.8,10,23,2,23,1,12,19,29,49,1.61,0.21,1,1.9,19,4,0.05,0.25,0.21,0.056,0.699,1.608,0.14,1.608,0.07,0.839,2.028,3.427,1.329,0.07,0.133,1.329,0.28
Nicolás González,ar ARG,"FW,MF",WINGER/STRIKER,Juventus,it Serie A,26.0,26,23,1750,19.4,2,1.1,19,69,3,15,19,17,35,53,123,2.42,0.21,3,4.1,45,21,0.07,0.14,0.103,0.057,0.979,3.557,0.155,0.773,0.979,0.876,2.732,6.34,1.804,0.155,0.211,2.32,1.082
Peter González,do DOM,"MF,FW",WINGER/STRIKER,Getafe,es La Liga,22.0,17,2,477,5.3,0,0.1,4,6,0,14,5,3,8,15,33,2.44,0.19,0,1.3,12,4,0.0,0.0,0.0,0.019,0.755,1.132,0.0,2.642,0.943,0.566,2.83,6.226,1.509,0.0,0.245,2.264,0.755
Anthony Gordon,eng ENG,"FW,MF",WINGER,Newcastle Utd,eng Premier League,23.0,34,28,2434,27.0,5,5.0,51,98,9,131,55,38,121,103,214,3.74,0.44,6,8.0,57,16,0.09,0.31,0.185,0.185,1.889,3.63,0.333,4.852,2.037,1.407,3.815,7.926,4.481,0.222,0.296,2.111,0.593
